ticker,name,sector,industry,market_cap,price,pe,p_fcf,roe,gross_margin,debt_to_asset,shares_outstanding,float_shares,momentum,buyback,pe_score,p_fcf_score,roe_score,gross_margin_score,debt_score,momentum_score,buyback_score,total_score
LVS,Las Vegas Sands Corp.,Consumer Cyclical,Resorts & Casinos,38728933376,57.64,24.52766,19.625734514229496,0.73263,0.79980004,,663618211,311898974.0,0.538926600900745,0.05777673142523581,54.85232067510548,68.57142857142857,93.60730593607306,92.38900634249472,,83.11965811965813,92.19409282700421,75.1
T,AT&T Inc.,Communication Services,Telecom Services,185585303552,26.51,8.720395,14.745082928845374,0.18805,0.59554,,6982145528,6985875989.0,0.05752415933755265,0.01928582919919771,97.67932489451476,82.07792207792208,56.39269406392694,71.8816067653277,,38.675213675213676,62.447257383966246,74.9
DLTR,"Dollar Tree, Inc.",Consumer Defensive,Discount Stores,21064517632,105.93,17.833334,16.3982030053873,0.31693,0.36693,,197298217,184558671.0,0.44815810428533404,0.07705488991441237,76.37130801687763,78.18181818181819,76.48401826484019,34.883720930232556,,79.91452991452992,96.83544303797468,74.7
UHS,"Universal Health Services, Inc.",Healthcare,Medical Care Facilities,11142814720,182.41,7.8999567,19.71297794832788,0.21326,0.43889,,53780983,50857682.0,0.04062402433570799,0.060226016659901745,98.73417721518987,68.31168831168831,60.73059360730594,48.20295983086681,,36.324786324786324,93.0379746835443,74.1
TROW,"T. Rowe Price Group, Inc.",Financial Services,Asset Management,21148710912,96.98,10.495671,11.327189077205034,0.18791,0.5127,,217605891,213763780.0,0.07065236906630898,0.019738435456527006,95.14767932489451,90.12987012987013,56.16438356164384,59.19661733615222,,39.95726495726496,63.0801687763713,74.1
PYPL,"PayPal Holdings, Inc.",Financial Services,Credit Services,46778966016,50.81,9.391868,14.286925630172043,0.25732002,0.41484,,899673971,918574633.0,-0.2809893352645028,0.07351460221550855,96.62447257383965,83.11688311688312,69.63470319634703,43.551797040169134,,7.6923076923076925,96.20253164556962,74.0
MO,"Altria Group, Inc.",Consumer Defensive,Tobacco,107285700608,64.17,15.575243,11.627050802209657,,0.87343,,1671313564,1668470696.0,0.2203368720373825,0.00966110783586885,83.75527426160338,88.83116883116882,50.114155251141554,95.77167019027483,,59.18803418803419,48.734177215189874,73.7
SPG,"Simon Property Group, Inc.",Real Estate,REIT - Retail,78499995648,206.23,14.553987,33.56817081637358,1.04109,0.81899,,324840186,322298406.0,0.28456470741200257,0.0032311941169653234,86.28691983122363,36.883116883116884,96.11872146118722,93.23467230443974,,66.45299145299145,36.708860759493675,72.8
DECK,Deckers Outdoor Corporation,Consumer Cyclical,Footwear & Accessories,16396293120,112.5,15.980114,21.610127415967998,0.39688,0.57545,,141949971,140686616.0,-0.06987867649075412,0.06219279172431969,82.70042194092827,61.81818181818181,83.56164383561644,68.49894291754757,,23.076923076923077,93.67088607594937,72.4
PHM,"PulteGroup, Inc.",Consumer Cyclical,Residential Construction,24311672832,126.53,11.378597,16.210122370308316,0.17673999,0.26865998,,191589250,190835421.0,0.2043527568478375,0.05020826154451969,93.88185654008439,78.70129870129871,53.88127853881278,20.930232558139537,,58.333333333333336,90.29535864978902,72.2
BMY,Bristol-Myers Squibb Company,Healthcare,Drug Manufacturers - General,122851213312,60.17,17.390173,11.021135038702434,0.40442002,0.72623,,2041735455,2033296806.0,0.12713803237015736,-0.003328253819615574,77.0042194092827,90.64935064935065,84.47488584474885,85.83509513742071,,48.717948717948715,20.253164556962027,72.1
GS,"Goldman Sachs Group, Inc. (The)",Financial Services,Capital Markets,274778374144,925.95,16.9216,,0.14591,0.82271004,,294993942,302129100.0,0.6524745671960709,0.04563591431524133,78.90295358649789,49.87012987012987,43.83561643835616,93.86892177589851,,88.46153846153845,87.34177215189874,71.9
EIX,Edison International,Utilities,Utilities - Regulated Electric,27232096256,70.75,6.125541,,0.24103001,0.5783,,384905951,383786623.0,0.3412117490157834,-6.0735260123466595e-06,99.36708860759494,49.87012987012987,67.35159817351598,68.92177589852008,,72.00854700854701,31.223628691983123,71.8
VZ,Verizon Communications Inc.,Communication Services,Telecom Services,196333191168,46.55,11.465517,11.387410630701453,0.17069,0.59071,,4180000000,4211526349.0,0.18945420192050194,-0.0017804659068352908,93.45991561181435,89.87012987012987,51.369863013698634,70.82452431289641,,56.623931623931625,25.105485232067508,71.6
HCA,"HCA Healthcare, Inc.",Healthcare,Medical Care Facilities,109127639040,488.0,17.213404,18.74039097390544,,0.415,,223568966,151190969.0,0.47380144798053314,0.10151275254878964,77.84810126582279,71.68831168831169,50.114155251141554,43.76321353065539,,81.19658119658119,98.73417721518987,71.1
GIS,"General Mills, Inc.",Consumer Defensive,Packaged Foods,18945683456,35.5,8.679707,8.370545130817167,0.23591,0.3314,,533681218,590525946.0,-0.33871210921620276,0.025204865880452138,97.8902953586498,95.32467532467533,65.75342465753424,28.118393234672308,,4.914529914529915,70.67510548523207,71.0
SYF,Synchrony Financial,Financial Services,Credit Services,28215803904,78.34,8.441811,,0.21304001,0.0,,347596279,345336903.0,0.40584069781378607,0.10524123951781034,98.10126582278481,49.87012987012987,60.50228310502283,2.00845665961945,,76.92307692307693,98.94514767932489,70.9
LDOS,"Leidos Holdings, Inc.",Technology,Information Technology Services,19612352512,155.17,13.929084,17.73870274419275,0.31034002,0.18045,,125928552,125347417.0,0.1699585706617099,0.03646767164187457,87.9746835443038,75.58441558441558,75.79908675799086,11.627906976744185,,53.63247863247863,80.37974683544303,70.7
FOX,Fox Corporation,Communication Services,Entertainment,27324958720,58.53,14.035971,15.477178263795127,0.16823,0.35439,,224702222,334986650.0,0.14216505266152074,0.06406113777245047,87.55274261603375,80.0,50.57077625570776,31.606765327695562,,50.85470085470085,94.19831223628692,70.6
CCL,Carnival Corporation,Consumer Cyclical,Travel Services,40473776128,29.22,12.872247,18.617191235050377,0.27853,0.55966,,1239000212,1286074395.0,0.3901694881783631,-0.05655192753623189,90.92827004219409,72.72727272727273,71.91780821917808,65.96194503171247,,75.42735042735043,4.008438818565401,70.6
CLX,Clorox Company (The),Consumer Defensive,Household & Personal Products,12756708352,104.58,17.116203,12.701141164233865,9.87179,0.44155,,120911863,120503181.0,-0.23145475843063504,0.01835639831206358,78.05907172995781,86.75324675324676,99.54337899543378,48.625792811839325,,8.547008547008547,60.75949367088608,70.2
SOLV,Solventum Corporation,Healthcare,Medical Instruments & Supplies,12227787776,70.48,7.9369373,19.30957455184081,0.38861,0.53574,,173405254,147323320.0,-0.05462613806017133,-0.004081694166121685,98.52320675105484,70.12987012987013,82.42009132420091,63.00211416490487,,25.0,18.143459915611814,70.1
GILD,"Gilead Sciences, Inc.",Healthcare,Drug Manufacturers - General,170839277568,137.64,20.270987,22.655851461146597,0.40655,0.78839993,,1241203736,1238565261.0,0.3387274082201983,0.00448237747076465,70.88607594936708,59.74025974025974,84.70319634703196,90.9090909090909,,71.36752136752136,39.24050632911392,70.1
